order_id,order_date,country_id,category_id,amount
123146,2020-03-25,15,3,5242.00
123147,2020-03-25,10,4,3673.00
123148,2020-03-25,16,1,124.00
123149,2020-03-25,15,4,7009.00
123150,2020-03-25,19,2,1638.00
123151,2020-03-25,3,4,6037.00
123152,2020-03-25,2,3,1036.00
123153,2020-03-25,2,2,6594.00
123154,2020-03-25,46,5,5312.00
123155,2020-03-25,6,5,6036.00
123156,2020-03-25,46,3,6041.00
123157,2020-03-25,50,4,2913.00
123158,2020-03-25,35,5,2902.00
123159,2020-03-25,28,2,1310.00
123160,2020-03-25,15,2,6109.00
123161,2020-03-25,7,1,7122.00
123162,2020-03-25,13,3,5532.00
123163,2020-03-25,29,1,7325.00
123164,2020-03-25,5,2,3989.00
123165,2020-03-25,19,3,1409.00
123166,2020-03-25,50,3,2531.00
123167,2020-03-25,20,4,7996.00
123168,2020-03-25,20,5,3364.00
123169,2020-03-25,25,4,2391.00
123170,2020-03-25,39,5,7817.00
123171,2020-03-25,23,2,7112.00
123172,2020-03-25,5,1,4541.00
123173,2020-03-25,48,5,5721.00
123174,2020-03-25,12,2,1179.00
123175,2020-03-25,1,4,7696.00
123176,2020-03-25,33,5,7900.00
123177,2020-03-25,21,1,3521.00
123178,2020-03-25,56,2,7498.00
123179,2020-03-25,44,1,5684.00
123180,2020-03-25,51,2,2765.00
123181,2020-03-25,35,1,1428.00
123182,2020-03-25,52,4,7724.00
123183,2020-03-25,30,1,4107.00
123184,2020-03-25,8,4,562.00
123185,2020-03-25,31,4,85.00
123186,2020-03-25,22,3,4861.00
123187,2020-03-25,18,2,1367.00
123188,2020-03-25,26,1,3111.00
123189,2020-03-25,7,3,5701.00
123190,2020-03-25,48,1,3576.00
123191,2020-03-25,14,4,2232.00
123192,2020-03-25,14,1,7580.00
123193,2020-03-25,37,3,4056.00
123194,2020-03-25,31,1,5531.00
123195,2020-03-25,45,3,6643.00
123196,2020-03-25,55,1,859.00
123197,2020-03-25,19,4,5362.00
123198,2020-03-25,43,2,4066.00
123199,2020-03-25,33,3,3662.00
123200,2020-03-26,34,2,5676.00
123201,2020-03-26,38,1,4131.00
123202,2020-03-26,41,4,7825.00
123203,2020-03-26,29,1,6511.00
123204,2020-03-26,10,3,2574.00
123205,2020-03-26,20,2,2605.00
123206,2020-03-26,41,5,3164.00
123207,2020-03-26,56,5,2075.00
123208,2020-03-26,1,4,1060.00
123209,2020-03-26,45,1,1494.00
123210,2020-03-26,44,2,7414.00
123211,2020-03-26,6,4,5934.00
123212,2020-03-26,12,2,4368.00
123213,2020-03-26,20,3,6897.00
123214,2020-03-26,11,4,983.00
123215,2020-03-26,43,2,6093.00
123216,2020-03-26,25,5,953.00
123217,2020-03-26,54,4,3420.00
123218,2020-03-26,22,4,3585.00
123219,2020-03-26,53,2,4953.00
123220,2020-03-26,34,4,3812.00
123221,2020-03-26,31,1,4708.00
123222,2020-03-26,10,1,7941.00
123223,2020-03-26,56,1,7393.00
123224,2020-03-26,7,1,4490.00
123225,2020-03-26,54,3,7840.00
123226,2020-03-26,13,1,1860.00
123227,2020-03-26,11,1,7967.00
123228,2020-03-26,26,1,6499.00
123229,2020-03-26,33,4,5024.00
123230,2020-03-26,37,4,1558.00
123231,2020-03-26,42,5,3259.00
123232,2020-03-26,30,4,1859.00
123233,2020-03-26,32,3,7106.00
123234,2020-03-26,28,1,6443.00
123235,2020-03-26,12,1,6056.00
123236,2020-03-26,14,1,1678.00
123237,2020-03-26,25,2,4122.00
123238,2020-03-26,21,3,3169.00
123239,2020-03-26,35,5,1821.00
123240,2020-03-26,4,5,5634.00
123241,2020-03-26,32,4,7586.00
123242,2020-03-26,5,4,1065.00
123243,2020-03-26,48,3,1253.00
123244,2020-03-26,20,1,3785.00
123245,2020-03-26,47,2,274.00
123246,2020-03-26,21,2,1970.00
123247,2020-03-26,34,3,4800.00
123248,2020-03-26,12,3,2963.00
123249,2020-03-26,6,1,1355.00
123250,2020-03-26,47,1,3957.00
123251,2020-03-26,55,3,7845.00
123252,2020-03-26,49,2,4849.00
123253,2020-03-26,6,3,7540.00
123254,2020-03-26,37,2,4335.00
123255,2020-03-26,21,4,7452.00
123256,2020-03-26,52,4,3321.00
123257,2020-03-26,1,5,6320.00
123258,2020-03-26,5,1,3127.00
123259,2020-03-26,55,4,2847.00
123260,2020-03-26,24,1,2450.00
123261,2020-03-26,29,3,1221.00
123262,2020-03-26,45,2,5005.00
123263,2020-03-26,44,4,1458.00
123264,2020-03-26,5,5,2353.00
123265,2020-03-26,51,2,652.00
123266,2020-03-26,52,3,1242.00
123267,2020-03-26,46,4,7523.00
123268,2020-03-26,6,2,2436.00
123269,2020-03-26,24,5,3279.00
123270,2020-03-26,14,3,2797.00
123271,2020-03-26,47,3,7612.00
123272,2020-03-26,50,2,2821.00
123273,2020-03-26,46,5,5230.00
123274,2020-03-26,11,3,1802.00
123275,2020-03-26,55,5,95.00
123276,2020-03-26,6,5,7748.00
123277,2020-03-26,7,3,6271.00
123278,2020-03-26,19,3,989.00
123279,2020-03-26,25,4,5301.00
123280,2020-03-26,38,2,3074.00
123281,2020-03-26,10,4,1164.00
123282,2020-03-26,18,4,5640.00
123283,2020-03-26,50,5,4143.00
123284,2020-03-26,49,3,7090.00
123285,2020-03-26,16,1,285.00
123286,2020-03-26,36,1,5445.00
123287,2020-03-26,2,1,5444.00
123288,2020-03-26,9,2,2468.00
123289,2020-03-26,55,1,840.00
123290,2020-03-26,46,1,7736.00
123291,2020-03-26,2,4,2019.00
123292,2020-03-26,17,2,3879.00
123293,2020-03-26,50,4,3890.00
123294,2020-03-26,2,3,6498.00
123295,2020-03-26,39,2,1437.00
123296,2020-03-26,33,2,5444.00
123297,2020-03-26,33,1,3589.00
123298,2020-03-26,42,3,6760.00
123299,2020-03-26,20,5,3304.00
123300,2020-03-26,3,4,1714.00
123301,2020-03-26,19,4,1911.00
123302,2020-03-26,40,1,60.00
123303,2020-03-26,15,3,4551.00
123304,2020-03-26,35,4,1078.00
123305,2020-03-26,26,4,4594.00
123306,2020-03-26,13,2,6601.00
123307,2020-03-26,5,2,7184.00
123308,2020-03-26,44,3,2034.00
123309,2020-03-26,43,1,6704.00
123310,2020-03-26,17,3,5452.00
123311,2020-03-26,22,2,951.00
123312,2020-03-26,35,2,7755.00
123313,2020-03-26,8,5,2625.00
123314,2020-03-26,22,1,1024.00
123315,2020-03-26,38,4,5929.00
123316,2020-03-26,29,2,1624.00
123317,2020-03-26,21,1,3517.00
123318,2020-03-26,45,4,643.00
123319,2020-03-26,3,2,5229.00
123320,2020-03-26,35,1,1879.00
123321,2020-03-26,21,5,3865.00
123322,2020-03-26,39,5,10.00
123323,2020-03-26,52,2,5362.00
123324,2020-03-26,31,2,3120.00
123325,2020-03-26,23,2,3540.00
123326,2020-03-26,4,3,2021.00
123327,2020-03-26,19,1,4340.00
123328,2020-03-26,9,3,125.00
123329,2020-03-26,26,2,4601.00
123330,2020-03-26,14,4,1391.00
123331,2020-03-26,36,5,3924.00
123332,2020-03-26,24,4,4884.00
123333,2020-03-26,24,3,7368.00
123334,2020-03-26,41,1,331.00
123335,2020-03-26,53,3,5035.00
123336,2020-03-26,27,4,7127.00
123337,2020-03-26,40,4,6118.00
123338,2020-03-26,16,2,6592.00
123339,2020-03-26,43,3,1806.00
123340,2020-03-26,42,2,3565.00
123341,2020-03-26,46,3,2165.00
123342,2020-03-26,11,2,6527.00
123343,2020-03-26,56,2,7308.00
123344,2020-03-26,23,1,6633.00
123345,2020-03-26,13,3,3534.00
123346,2020-03-26,45,5,7192.00
123347,2020-03-26,38,5,1678.00
123348,2020-03-26,28,4,6780.00
123349,2020-03-26,20,4,7388.00
123350,2020-03-26,23,3,7617.00
123351,2020-03-26,54,1,3931.00
123352,2020-03-26,28,5,4553.00
123353,2020-03-26,53,5,6698.00
123354,2020-03-26,40,3,446.00
123355,2020-03-26,27,2,6670.00
123356,2020-03-26,17,4,5591.00
123357,2020-03-26,22,5,4145.00
123358,2020-03-26,2,2,5252.00
123359,2020-03-26,12,5,3980.00
123360,2020-03-26,9,1,2758.00
123361,2020-03-26,33,3,4798.00
123362,2020-03-26,36,2,2798.00
123363,2020-03-26,31,5,3969.00
123364,2020-03-26,39,1,1623.00
123365,2020-03-26,27,1,1753.00
123366,2020-03-26,51,4,1424.00
123367,2020-03-26,53,1,7844.00
123368,2020-03-26,48,5,1363.00
123369,2020-03-26,42,1,1270.00
123370,2020-03-26,3,3,3636.00
123371,2020-03-26,49,1,7613.00
123372,2020-03-26,46,2,2906.00
123373,2020-03-26,7,4,2181.00
123374,2020-03-26,19,5,5245.00
123375,2020-03-26,27,5,2802.00
123376,2020-03-26,50,3,4999.00
123377,2020-03-26,17,5,210.00
123378,2020-03-26,34,1,4334.00
123379,2020-03-26,29,4,3185.00
123380,2020-03-26,26,3,4594.00
123381,2020-03-26,56,3,3339.00
123382,2020-03-26,48,1,3871.00
123383,2020-03-26,3,1,3192.00
123384,2020-03-26,49,5,7072.00
123385,2020-03-26,19,2,3189.00
123386,2020-03-26,10,2,1042.00
123387,2020-03-26,32,5,229.00
123388,2020-03-26,39,4,5104.00
123389,2020-03-26,47,5,5062.00
123390,2020-03-26,52,1,3700.00
123391,2020-03-26,23,5,4866.00
123392,2020-03-26,1,3,4557.00
123393,2020-03-26,35,3,795.00
123394,2020-03-26,15,2,4554.00
123395,2020-03-26,36,3,274.00
123396,2020-03-26,17,1,7533.00
123397,2020-03-26,28,3,1369.00
123398,2020-03-26,29,5,7617.00
123399,2020-03-26,31,4,5023.00
123400,2020-03-26,30,2,6122.00
123401,2020-03-26,41,2,3452.00
123402,2020-03-26,50,1,1915.00
123403,2020-03-26,18,3,1372.00
123404,2020-03-26,27,3,456.00
123405,2020-03-26,22,3,7571.00
123406,2020-03-26,33,5,6629.00
123407,2020-03-26,4,4,3703.00
123408,2020-03-26,47,4,2291.00
123409,2020-03-26,54,5,328.00
123410,2020-03-26,12,4,2346.00
123411,2020-03-26,1,1,1845.00
123412,2020-03-26,14,2,5641.00
123413,2020-03-26,8,4,636.00
123414,2020-03-26,8,3,2771.00
123415,2020-03-26,13,4,6024.00
123416,2020-03-26,3,5,5087.00
123417,2020-03-26,44,5,4637.00
123418,2020-03-26,48,4,5968.00
123419,2020-03-26,16,3,246.00
123420,2020-03-26,42,4,4034.00
123421,2020-03-26,24,2,5193.00
123422,2020-03-26,53,4,3405.00
123423,2020-03-26,5,3,4574.00
123424,2020-03-26,54,2,5740.00
123425,2020-03-26,39,3,7843.00
123426,2020-03-26,43,4,7772.00
123427,2020-03-26,4,2,181.00
123428,2020-03-26,40,2,3130.00
123429,2020-03-26,38,3,330.00
123430,2020-03-26,16,4,631.00
123431,2020-03-26,45,3,4875.00
123432,2020-03-26,56,4,4524.00
123433,2020-03-26,7,2,3611.00
123434,2020-03-26,37,1,7276.00
123435,2020-03-26,49,4,552.00
123436,2020-03-26,2,5,1484.00
123437,2020-03-26,8,2,1410.00
123438,2020-03-26,16,5,3867.00
123439,2020-03-26,15,4,1849.00
123440,2020-03-26,18,1,1538.00
123441,2020-03-26,1,2,4442.00
123442,2020-03-26,36,4,3474.00
123443,2020-03-26,34,5,7124.00
123444,2020-03-26,52,5,2008.00
123445,2020-03-26,48,2,7503.00
123446,2020-03-26,9,4,189.00
123447,2020-03-26,10,5,3475.00
123448,2020-03-26,18,2,4783.00
123449,2020-03-26,15,5,4521.00
123450,2020-03-26,28,2,1900.00
123451,2020-03-26,9,5,7652.00
123452,2020-03-26,30,3,3951.00
123453,2020-03-26,15,1,3578.00
123454,2020-03-26,44,1,1265.00
123455,2020-03-26,32,2,5513.00
123456,2020-03-26,30,1,3626.00
123457,2020-03-26,43,5,1806.00
123458,2020-03-26,25,3,1228.00
123459,2020-03-26,51,3,2588.00
123460,2020-03-26,4,1,3539.00
123461,2020-03-26,18,5,7009.00
123462,2020-03-26,13,5,1230.00
123463,2020-03-26,26,5,719.00
123464,2020-03-26,14,5,6149.00
123465,2020-03-26,51,1,2340.00
123466,2020-03-26,37,5,2094.00
123467,2020-03-26,11,5,975.00
123468,2020-03-26,37,3,2757.00
123469,2020-03-26,7,5,7368.00
123470,2020-03-26,41,3,3888.00
123471,2020-03-26,55,2,4990.00
123472,2020-03-26,40,5,2229.00
123473,2020-03-26,8,1,1630.00
123474,2020-03-26,32,1,1675.00
123475,2020-03-26,23,4,5543.00
123476,2020-03-27,13,3,3605.00
123477,2020-03-27,15,2,1877.00
123478,2020-03-27,8,1,5143.00
123479,2020-03-27,36,1,5650.00
123480,2020-03-27,21,2,4917.00
123481,2020-03-27,54,3,7003.00
123482,2020-03-27,7,4,222.00
123483,2020-03-27,56,5,546.00
123484,2020-03-27,34,1,5111.00
123485,2020-03-27,31,1,679.00
123486,2020-03-27,30,1,2048.00
123487,2020-03-27,19,5,6133.00
123488,2020-03-27,5,5,2941.00
123489,2020-03-27,20,2,5684.00
123490,2020-03-27,28,5,3610.00
123491,2020-03-27,12,1,267.00
123492,2020-03-27,18,4,2534.00
123493,2020-03-27,39,5,6556.00
123494,2020-03-27,53,5,6101.00
123495,2020-03-27,44,2,3662.00
123496,2020-03-27,6,3,5379.00
123497,2020-03-27,47,5,1050.00
123498,2020-03-27,23,5,3534.00
123499,2020-03-27,50,3,1341.00
123500,2020-03-27,42,1,7067.00
123501,2020-03-27,54,4,6445.00
123502,2020-03-27,53,1,5543.00
123503,2020-03-27,4,5,4490.00
123504,2020-03-27,40,1,6575.00
123505,2020-03-27,34,5,3908.00
123506,2020-03-27,5,1,7322.00
123507,2020-03-27,26,2,5958.00
123508,2020-03-27,37,2,6891.00
123509,2020-03-27,11,5,6136.00
123510,2020-03-27,44,1,140.00
123511,2020-03-27,18,3,5318.00
123512,2020-03-27,11,1,3664.00
123513,2020-03-27,39,3,3839.00
123514,2020-03-27,29,4,1936.00
123515,2020-03-27,10,5,6801.00
123516,2020-03-27,15,5,7337.00
123517,2020-03-27,45,2,5727.00
123518,2020-03-27,21,4,7936.00
123519,2020-03-27,23,4,6666.00
123520,2020-03-27,1,2,6742.00
123521,2020-03-27,7,5,7196.00
123522,2020-03-27,27,1,7077.00
123523,2020-03-27,55,1,4656.00
123524,2020-03-27,8,4,30.00
123525,2020-03-27,36,3,7355.00
123526,2020-03-27,50,4,294.00
123527,2020-03-27,52,4,7008.00
123528,2020-03-27,10,4,6469.00
123529,2020-03-27,25,3,3457.00
123530,2020-03-27,28,2,1654.00
123531,2020-03-27,3,1,4545.00
123532,2020-03-27,41,1,6633.00
123533,2020-03-27,33,1,1416.00
123534,2020-03-27,22,1,4173.00
123535,2020-03-27,17,4,5645.00
123536,2020-03-27,22,5,577.00
123537,2020-03-27,4,2,1952.00
123538,2020-03-27,2,4,3951.00
123539,2020-03-27,47,3,2013.00
123540,2020-03-27,47,2,743.00
123541,2020-03-27,26,4,6336.00
123542,2020-03-27,52,5,805.00
123543,2020-03-27,33,3,6876.00
123544,2020-03-27,12,3,742.00
123545,2020-03-27,3,3,7152.00
123546,2020-03-27,3,5,3746.00
123547,2020-03-27,38,5,5337.00
123548,2020-03-27,37,5,651.00
123549,2020-03-27,56,1,732.00
123550,2020-03-27,8,5,2909.00
123551,2020-03-27,9,3,6940.00
123552,2020-03-27,16,2,5542.00
123553,2020-03-27,41,3,5513.00
123554,2020-03-27,1,5,4516.00
123555,2020-03-27,46,1,5368.00
123556,2020-03-27,53,3,6587.00
123557,2020-03-27,26,3,7854.00
123558,2020-03-27,2,3,1389.00
123559,2020-03-27,25,1,4708.00
123560,2020-03-27,35,2,5940.00
123561,2020-03-27,32,5,2749.00
123562,2020-03-27,11,4,3915.00
123563,2020-03-27,1,1,5651.00
123564,2020-03-27,27,4,304.00
123565,2020-03-27,26,5,2574.00
123566,2020-03-27,9,1,3535.00
123567,2020-03-27,43,5,4184.00
123568,2020-03-27,32,1,7660.00
123569,2020-03-27,53,2,5479.00
123570,2020-03-27,55,4,67.00
123571,2020-03-27,51,4,7972.00
123572,2020-03-27,40,5,3090.00
123573,2020-03-27,17,3,243.00
123574,2020-03-27,10,2,5032.00
123575,2020-03-27,34,2,5492.00
123576,2020-03-27,21,5,3517.00
123577,2020-03-27,28,3,3976.00
123578,2020-03-27,51,1,4822.00
123579,2020-03-27,29,1,3001.00
123580,2020-03-27,7,1,526.00
123581,2020-03-27,42,2,213.00
123582,2020-03-27,7,2,7272.00
123583,2020-03-27,56,3,5475.00
123584,2020-03-27,38,1,6656.00
123585,2020-03-27,48,5,2806.00
123586,2020-03-27,49,2,5378.00
123587,2020-03-27,49,3,2097.00
123588,2020-03-27,32,3,4119.00
123589,2020-03-27,44,4,3782.00
123590,2020-03-27,24,4,3458.00
123591,2020-03-27,42,3,5496.00
123592,2020-03-27,56,2,6262.00
123593,2020-03-27,32,4,7858.00
123594,2020-03-27,35,4,1441.00
123595,2020-03-27,33,4,5787.00
123596,2020-03-27,7,3,2532.00
123597,2020-03-27,45,3,4004.00
123598,2020-03-27,38,4,7519.00
123599,2020-03-27,39,4,5558.00
123600,2020-03-27,31,5,1568.00
123601,2020-03-27,26,1,1763.00
123602,2020-03-27,5,2,264.00
123603,2020-03-27,36,4,232.00
123604,2020-03-27,12,2,5900.00
123605,2020-03-27,55,2,3123.00
123606,2020-03-27,23,3,5121.00
123607,2020-03-27,44,3,5165.00
123608,2020-03-27,35,1,2461.00
123609,2020-03-27,11,2,7482.00
123610,2020-03-27,5,3,6094.00
123611,2020-03-27,18,5,4175.00
123612,2020-03-27,14,5,512.00
123613,2020-03-27,45,1,4640.00
123614,2020-03-27,48,3,7403.00
123615,2020-03-27,38,3,385.00
123616,2020-03-27,39,2,6751.00
123617,2020-03-27,8,3,4179.00
123618,2020-03-27,2,2,1821.00
123619,2020-03-27,19,1,4651.00
123620,2020-03-27,40,3,1236.00
123621,2020-03-27,45,5,4065.00
123622,2020-03-27,16,3,7466.00
123623,2020-03-27,51,3,516.00
123624,2020-03-27,5,4,1320.00
123625,2020-03-27,43,3,6840.00
123626,2020-03-27,22,3,1652.00
123627,2020-03-27,16,4,7319.00
123628,2020-03-27,43,1,7009.00
123629,2020-03-27,14,2,3944.00
123630,2020-03-27,18,1,6930.00
123631,2020-03-27,1,3,3342.00
123632,2020-03-27,44,5,1984.00
123633,2020-03-27,41,4,7210.00
123634,2020-03-27,16,5,7787.00
123635,2020-03-27,50,5,2190.00
123636,2020-03-27,42,4,5164.00
123637,2020-03-27,4,4,421.00
123638,2020-03-27,39,1,5899.00
123639,2020-03-27,21,1,2873.00
123640,2020-03-27,18,2,354.00
123641,2020-03-27,30,5,5656.00
123642,2020-03-27,13,5,7134.00
123643,2020-03-27,52,2,1593.00
123644,2020-03-27,46,2,4679.00
123645,2020-03-27,55,5,165.00
123646,2020-03-27,9,5,1418.00
123647,2020-03-27,52,1,7559.00
123648,2020-03-27,14,3,6574.00
123649,2020-03-27,16,1,1695.00
123650,2020-03-27,19,3,3118.00
123651,2020-03-27,34,4,2418.00
123652,2020-03-27,20,5,3266.00
123653,2020-03-27,36,5,4099.00
123654,2020-03-27,46,4,6495.00
123655,2020-03-27,37,1,6871.00
123656,2020-03-27,25,2,1426.00
123657,2020-03-27,37,3,5819.00
123658,2020-03-27,43,2,7081.00
123659,2020-03-27,48,4,3337.00
123660,2020-03-27,27,2,7829.00
123661,2020-03-27,51,2,3206.00
123662,2020-03-27,48,2,590.00
123663,2020-03-27,17,1,2757.00
123664,2020-03-27,56,4,4844.00
123665,2020-03-27,9,4,4245.00
123666,2020-03-27,27,5,7750.00
123667,2020-03-27,50,2,245.00
123668,2020-03-27,13,2,4471.00
123669,2020-03-27,6,5,5698.00
123670,2020-03-27,48,1,7772.00
123671,2020-03-27,20,3,2833.00
123672,2020-03-27,24,2,508.00
123673,2020-03-27,54,1,1452.00
123674,2020-03-27,6,1,2195.00
123675,2020-03-27,10,3,1857.00
123676,2020-03-27,1,4,3771.00
123677,2020-03-27,33,5,5776.00
123678,2020-03-27,41,5,2450.00
123679,2020-03-27,20,1,2313.00
123680,2020-03-27,53,4,1643.00
123681,2020-03-27,15,1,4626.00
123682,2020-03-27,36,2,3157.00
123683,2020-03-27,35,3,3723.00
123684,2020-03-27,49,4,5898.00
123685,2020-03-27,28,4,4830.00
123686,2020-03-27,6,2,3963.00
123687,2020-03-27,17,2,7504.00
123688,2020-03-27,24,1,1496.00
123689,2020-03-27,38,2,2643.00
123690,2020-03-27,54,5,133.00
123691,2020-03-27,46,5,3814.00
123692,2020-03-27,19,4,4990.00
123693,2020-03-27,31,3,4196.00
123694,2020-03-27,25,5,1489.00
123695,2020-03-27,55,3,2508.00
123696,2020-03-27,13,1,2157.00
123697,2020-03-27,20,4,6514.00
123698,2020-03-27,31,2,1986.00
123699,2020-03-27,31,4,899.00
123700,2020-03-27,47,1,6790.00
123701,2020-03-27,23,2,2734.00
123702,2020-03-27,30,2,3057.00
123703,2020-03-27,45,4,5651.00
123704,2020-03-27,24,3,2152.00
123705,2020-03-27,21,3,1506.00
123706,2020-03-27,37,4,5415.00
123707,2020-03-27,33,2,60.00
123708,2020-03-27,4,1,4904.00
123709,2020-03-27,30,4,6469.00
123710,2020-03-27,8,2,5890.00
123711,2020-03-27,10,1,2974.00
123712,2020-03-27,24,5,4970.00
123713,2020-03-27,54,2,1544.00
123714,2020-03-27,29,5,6793.00
123715,2020-03-27,40,4,1164.00
123716,2020-03-27,29,2,6716.00
123717,2020-03-27,11,3,7465.00
123718,2020-03-27,6,4,7002.00
123719,2020-03-27,14,4,3799.00
123720,2020-03-27,19,2,4040.00
123721,2020-03-27,34,3,4669.00
123722,2020-03-27,50,1,6281.00
123723,2020-03-27,2,1,114.00
123724,2020-03-27,35,5,6457.00
123725,2020-03-27,2,5,4402.00
123726,2020-03-27,40,2,3678.00
123727,2020-03-27,30,3,561.00
123728,2020-03-27,9,2,1791.00
123729,2020-03-27,29,3,584.00
123730,2020-03-27,23,1,500.00
123731,2020-03-27,3,4,1817.00
123732,2020-03-27,47,4,4759.00
123733,2020-03-27,49,1,5951.00
123734,2020-03-27,32,2,4880.00
123735,2020-03-27,27,3,3140.00
123736,2020-03-27,51,5,6200.00
123737,2020-03-27,46,3,2552.00
123738,2020-03-27,25,4,1567.00
123739,2020-03-27,41,2,1822.00
123740,2020-03-27,12,5,4377.00
123741,2020-03-27,4,3,2827.00
123742,2020-03-27,42,5,178.00
123743,2020-03-27,12,4,4904.00
123744,2020-03-27,52,3,1500.00
123745,2020-03-27,22,2,5098.00
123746,2020-03-27,14,1,4408.00
123747,2020-03-27,49,5,7953.00
123748,2020-03-27,28,1,3610.00
123749,2020-03-27,15,3,6408.00
123750,2020-03-27,15,4,7225.00
123751,2020-03-27,17,5,1620.00
123752,2020-03-28,41,5,2273.00
123753,2020-03-28,19,5,4955.00
123754,2020-03-28,17,5,1203.00
123755,2020-03-28,27,1,7038.00
123756,2020-03-28,30,3,4838.00
123757,2020-03-28,47,3,3446.00
123758,2020-03-28,35,2,213.00
123759,2020-03-28,39,5,6066.00
123760,2020-03-28,55,4,66.00
123761,2020-03-28,51,4,7425.00
123762,2020-03-28,37,5,2017.00
123763,2020-03-28,28,2,2682.00
123764,2020-03-28,39,4,5742.00
123765,2020-03-28,49,1,3548.00
123766,2020-03-28,40,3,265.00
123767,2020-03-28,19,4,4807.00
123768,2020-03-28,50,4,7694.00
123769,2020-03-28,20,1,3487.00
123770,2020-03-28,33,1,1695.00
123771,2020-03-28,5,4,45.00
123772,2020-03-28,29,3,7368.00
123773,2020-03-28,7,3,5483.00
123774,2020-03-28,16,1,4042.00
123775,2020-03-28,7,2,6971.00
123776,2020-03-28,18,5,2746.00
123777,2020-03-28,11,4,5982.00
123778,2020-03-28,27,5,5994.00
123779,2020-03-28,6,3,1258.00
123780,2020-03-28,10,1,4223.00
123781,2020-03-28,9,1,4791.00
123782,2020-03-28,18,4,235.00
123783,2020-03-28,50,5,7187.00
123784,2020-03-28,26,3,4616.00
123785,2020-03-28,20,3,1304.00
123786,2020-03-28,39,3,3043.00
123787,2020-03-28,40,5,6993.00
123788,2020-03-28,33,2,3794.00
123789,2020-03-28,28,4,6126.00
123790,2020-03-28,46,1,5640.00
123791,2020-03-28,28,3,5736.00
123792,2020-03-28,12,4,6865.00
123793,2020-03-28,13,2,1685.00
123794,2020-03-28,46,3,7060.00
123795,2020-03-28,19,1,141.00
123796,2020-03-28,14,2,4794.00
123797,2020-03-28,17,3,574.00
123798,2020-03-28,25,4,7782.00
123799,2020-03-28,27,3,3732.00
123800,2020-03-28,18,2,4826.00
123801,2020-03-28,10,5,7348.00
123802,2020-03-28,10,2,2496.00
123803,2020-03-28,14,4,5735.00
123804,2020-03-28,53,2,258.00
123805,2020-03-28,18,1,5966.00
123806,2020-03-28,16,2,7530.00
123807,2020-03-28,39,1,7425.00
123808,2020-03-28,4,4,1032.00
123809,2020-03-28,34,1,1823.00
123810,2020-03-28,4,3,2568.00
123811,2020-03-28,13,4,933.00
123812,2020-03-28,49,3,1742.00
123813,2020-03-28,55,2,6939.00
123814,2020-03-28,39,2,4024.00
123815,2020-03-28,23,5,7428.00
123816,2020-03-28,51,3,4509.00
123817,2020-03-28,41,1,7012.00
123818,2020-03-28,11,2,499.00
123819,2020-03-28,48,3,78.00
123820,2020-03-28,8,1,1864.00
123821,2020-03-28,54,5,7896.00
123822,2020-03-28,5,5,1237.00
123823,2020-03-28,34,5,2886.00
123824,2020-03-28,32,4,68.00
123825,2020-03-28,55,1,5585.00
123826,2020-03-28,34,2,3921.00
123827,2020-03-28,25,5,4634.00
123828,2020-03-28,23,1,6581.00
123829,2020-03-28,45,3,4450.00
123830,2020-03-28,1,1,6268.00
123831,2020-03-28,10,4,3575.00
123832,2020-03-28,33,3,3383.00
123833,2020-03-28,36,5,323.00
123834,2020-03-28,26,2,172.00
123835,2020-03-28,4,1,2163.00
123836,2020-03-28,50,1,612.00
123837,2020-03-28,25,2,185.00
123838,2020-03-28,26,1,7887.00
123839,2020-03-28,54,1,5241.00
123840,2020-03-28,50,3,5013.00
123841,2020-03-28,44,1,6823.00
123842,2020-03-28,42,1,7550.00
123843,2020-03-28,26,5,6735.00
123844,2020-03-28,5,2,4694.00
123845,2020-03-28,54,2,1391.00
123846,2020-03-28,53,4,4117.00
123847,2020-03-28,53,3,4672.00
123848,2020-03-28,42,3,5581.00
123849,2020-03-28,42,5,3676.00
123850,2020-03-28,44,4,455.00
123851,2020-03-28,9,4,2284.00
123852,2020-03-28,18,3,7296.00
123853,2020-03-28,4,2,3307.00
123854,2020-03-28,25,1,7208.00
123855,2020-03-28,19,2,925.00
123856,2020-03-28,47,4,6596.00
123857,2020-03-28,6,4,4627.00
123858,2020-03-28,35,1,3416.00
123859,2020-03-28,38,3,6981.00
123860,2020-03-28,54,4,3523.00
123861,2020-03-28,8,4,6357.00
123862,2020-03-28,22,1,266.00
123863,2020-03-28,45,2,245.00
123864,2020-03-28,43,3,2049.00
123865,2020-03-28,6,5,1013.00
123866,2020-03-28,4,5,7432.00
123867,2020-03-28,38,2,7467.00
123868,2020-03-28,14,1,4905.00
123869,2020-03-28,12,5,7375.00
123870,2020-03-28,27,2,3475.00
123871,2020-03-28,37,1,3134.00
123872,2020-03-28,1,3,6585.00
123873,2020-03-28,30,1,4739.00
123874,2020-03-28,31,1,4144.00
123875,2020-03-28,48,1,7756.00
123876,2020-03-28,36,3,5222.00
123877,2020-03-28,52,5,6586.00
123878,2020-03-28,23,4,4799.00
123879,2020-03-28,10,3,7288.00
123880,2020-03-28,52,3,7878.00
123881,2020-03-28,21,5,4211.00
123882,2020-03-28,3,3,6546.00
123883,2020-03-28,31,3,485.00
123884,2020-03-28,29,5,4029.00
123885,2020-03-28,51,2,1395.00
